,Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio,Salary_USD,Job_Category
300,2022,Machine Learning Engineer,MI,FT,9.55E+06,US,US,S,100,114580.08,Machine Learning
301,2022,Computer Vision Engineer,EN,FT,9.95E+06,US,US,M,0,119354.256,Other
302,2022,NLP Engineer,MI,FT,2.96E+06,US,US,L,50,35554.2,Data Science
303,2022,Lead Machine Learning Engineer,SE,FT,7.00E+06,DE,DE,M,0,83960.46,Machine Learning
304,2022,Business Data Analyst,MI,FT,1.47E+06,IN,IN,M,100,17609.052,Data Analytics
305,2022,Data Scientist,MI,FT,2.52E+06,IN,IN,L,100,30187.08,Data Science
306,2022,Financial Data Analyst,EN,FT,7.96E+06,US,US,L,50,95483.4,Data Analytics
307,2022,Data Scientist,EN,FT,1.47E+06,IN,IN,M,100,17609.052,Data Science
308,2022,Principal Data Scientist,SE,FT,1.29E+07,DE,DE,M,100,155326.668,Data Science
309,2022,Research Scientist,SE,FT,1.15E+07,US,US,L,50,137496.096,Other
310,2022,Data Scientist,SE,FT,8.35E+06,US,US,M,100,100152.54,Data Science
311,2022,Data Scientist,SE,FT,1.11E+07,US,US,M,100,133676.76,Data Science
312,2022,Data Analyst,MI,FT,3.98E+06,US,US,M,100,47741.7,Data Analytics
313,2022,Data Scientist,SE,FT,1.75E+07,US,US,M,100,210063.48,Data Science
314,2022,Data Scientist,SE,FT,1.11E+07,US,US,M,100,133676.76,Data Science
315,2022,Data Scientist,MI,FT,1.46E+07,GB,GB,M,0,174952.32,Data Science
316,2022,Data Scientist,SE,FT,1.47E+07,US,US,M,100,176739.768,Data Science
317,2022,Machine Learning Engineer,SE,FT,1.75E+07,US,US,M,100,210063.48,Machine Learning
318,2022,Data Scientist,MI,FT,1.59E+07,US,US,M,100,190966.8,Data Science
319,2022,Data Scientist,MI,FT,9.55E+06,US,US,M,100,114580.08,Data Science
320,2022,Machine Learning Engineer,SE,FT,5.17E+06,AE,AE,S,100,62064.216,Machine Learning
321,2022,Data Engineer,EX,FT,2.58E+07,US,US,M,100,309366.216,Data Engineering
322,2022,Machine Learning Engineer,SE,FT,9.55E+06,US,US,M,100,114580.08,Machine Learning
323,2022,Data Scientist,EN,PT,7.96E+06,DZ,DZ,M,50,95483.4,Data Science
324,2022,Data Scientist,MI,FL,7.96E+06,CA,US,M,100,95483.4,Data Science
325,2022,Applied Machine Learning Scientist,EN,CT,2.54E+06,TN,CZ,M,100,30435.336,Machine Learning
326,2022,Principal Data Analyst,MI,FT,5.97E+06,CA,CA,S,100,71612.556,Data Analytics
327,2022,Data Scientist,MI,FT,2.83E+06,PL,PL,L,100,33982.548,Data Science
328,2022,Machine Learning Developer,SE,FT,6.27E+06,CA,CA,M,100,75232.32,Machine Learning
329,2022,Data Engineer,EN,FT,4.62E+06,PK,DE,M,100,55413.792,Data Engineering
330,2022,Data Scientist,SE,FT,1.31E+07,US,US,M,100,157547.616,Data Science
331,2022,Research Scientist,SE,FT,7.43E+06,FR,FR,L,50,89207.28,Other
332,2022,Data Scientist,EN,FT,4.17E+06,CA,CA,L,100,50029.488,Data Science
333,2022,Head of Data,MI,FT,2.62E+06,EE,EE,S,100,31484.7,Managerial
334,2022,Data Scientist,EN,FT,3.18E+06,JP,MY,L,100,38193.36,Data Science
335,2022,Machine Learning Engineer,MI,FT,6.96E+06,AU,AU,L,100,83476.368,Machine Learning
336,2022,Data Scientist,EN,FT,6.90E+06,AU,AU,M,50,82786.968,Data Science
337,2022,Research Scientist,MI,FT,5.16E+06,AT,AT,L,0,61920.036,Other
338,2022,Research Scientist,EN,FT,9.55E+06,US,US,L,100,114580.08,Other
339,2022,Applied Data Scientist,MI,FT,1.25E+07,US,US,L,100,149908.944,Data Science
340,2022,Business Data Analyst,MI,FT,5.64E+06,CA,CA,L,50,67709.184,Data Analytics
341,2022,Data Engineer,EN,FT,5.17E+06,US,US,S,100,62064.216,Data Engineering
342,2022,Data Analytics Engineer,EN,FT,1.59E+06,PK,PK,M,0,19096.68,Data Analytics
343,2022,Data Scientist,MI,FT,3.82E+06,RU,US,S,100,45832.032,Data Science
344,2022,Data Science Manager,SE,FT,1.21E+07,US,US,M,100,145612.188,Managerial
345,2022,Data Scientist,MI,FT,9.74E+06,CH,CH,L,0,116820.12,Data Science
346,2022,Applied Data Scientist,SE,FT,3.02E+07,US,US,L,100,362836.92,Data Science
347,2022,Computer Vision Engineer,EN,FT,7.96E+05,PT,LU,M,100,9548.34,Other
348,2022,Data Analytics Lead,SE,FT,3.22E+07,US,US,L,100,386707.776,Data Analytics
349,2022,Data Scientist,MI,FT,1.07E+07,US,US,L,100,128902.596,Data Science
350,2022,Data Scientist,MI,FT,6.21E+06,US,US,M,100,74477.052,Data Science
351,2022,Data Analyst,SE,FT,1.07E+07,US,US,M,100,128902.596,Data Analytics
352,2022,Data Analyst,SE,FT,7.19E+06,US,US,M,100,86240.604,Data Analytics
353,2022,Data Analyst,MI,FT,5.97E+06,CA,CA,M,0,71612.556,Data Analytics
354,2022,Machine Learning Engineer,SE,FT,1.53E+07,US,US,M,100,183901.032,Machine Learning
355,2022,Data Architect,SE,FT,2.12E+07,US,US,M,100,254367.78,Data Engineering
356,2022,Data Architect,SE,FT,1.70E+07,US,US,M,100,203494.224,Data Engineering
357,2022,Data Analyst,SE,FT,8.98E+06,US,US,M,100,107800.764,Data Analytics
358,2022,Data Engineer,SE,FT,1.23E+07,US,US,M,100,147999.276,Data Engineering
359,2022,Data Scientist,MI,FT,1.12E+07,US,US,M,0,134918.04,Data Science
360,2022,Data Scientist,MI,FT,8.12E+06,US,US,M,0,97488.552,Data Science
361,2022,Data Analyst,SE,FT,6.50E+06,US,US,M,100,77977.476,Data Analytics
362,2022,Data Engineer,MI,FT,1.65E+07,US,US,M,0,197363.232,Data Engineering
363,2022,Data Engineer,MI,FT,7.89E+06,US,US,M,0,94624.044,Data Engineering
364,2022,Data Engineer,SE,FT,1.03E+07,US,US,M,100,124128.42,Data Engineering
365,2022,Data Engineer,SE,FT,9.15E+06,US,US,M,100,109805.916,Data Engineering
366,2022,Data Engineer,SE,FT,1.03E+07,US,US,M,100,124128.42,Data Engineering
367,2022,Data Analyst,SE,FT,7.88E+06,US,US,M,100,94576.308,Data Analytics
368,2022,Data Engineer,SE,FT,1.27E+07,US,US,M,100,152773.44,Data Engineering
369,2022,Data Scientist,SE,FT,1.40E+07,US,US,M,100,168050.784,Data Science
370,2022,Data Scientist,SE,FT,1.15E+07,US,US,M,100,137496.096,Data Science
371,2022,Data Engineer,SE,FT,1.59E+07,US,US,M,100,191062.284,Data Engineering
372,2022,Data Engineer,SE,FT,1.15E+07,US,US,M,100,138450.936,Data Engineering
373,2022,Data Engineer,SE,FT,5.61E+06,US,US,M,0,67315.8,Data Engineering
374,2022,Data Scientist,SE,FT,1.12E+07,US,US,M,0,134058.696,Data Science
375,2022,Analytics Engineer,SE,FT,1.47E+07,US,US,M,0,176357.844,Data Analytics
376,2022,Data Engineer,SE,FT,1.39E+07,US,US,M,100,167191.428,Data Engineering
377,2022,Data Engineer,SE,FT,1.12E+07,US,US,M,100,133915.464,Data Engineering
378,2022,Data Engineer,SE,FT,4.30E+06,US,US,M,0,51561.036,Data Engineering
379,2022,Data Analyst,SE,FT,1.35E+07,US,US,M,100,162321.78,Data Analytics
380,2022,Data Analyst,SE,FT,6.37E+06,US,US,M,100,76386.72,Data Analytics
381,2022,Data Scientist,SE,FT,1.11E+07,US,US,M,100,133676.76,Data Science
382,2022,Data Scientist,SE,FT,1.11E+07,US,US,M,100,133676.76,Data Science
383,2022,Data Analyst,SE,FT,5.49E+06,US,US,M,100,65883.552,Data Analytics
384,2022,Data Scientist,SE,FT,1.67E+07,US,US,M,100,200515.14,Data Science
385,2022,Data Analyst,SE,FT,1.19E+07,US,US,M,100,143296.716,Data Analytics
386,2022,Data Engineer,SE,FT,7.96E+06,US,US,M,100,95483.4,Data Engineering
387,2022,Data Engineer,SE,FT,1.99E+06,US,US,M,100,23870.856,Data Engineering
388,2022,Data Analyst,SE,FT,8.46E+06,US,US,M,100,101460.66,Data Analytics
389,2022,Data Engineer,SE,FT,1.75E+07,US,US,M,100,210168.516,Data Engineering
390,2022,Data Engineer,SE,FT,1.27E+07,US,US,M,100,152849.832,Data Engineering
391,2022,Data Analyst,SE,FT,8.36E+06,US,US,M,100,100257.576,Data Analytics
392,2022,Data Analyst,MI,FT,3.65E+06,GB,GB,M,0,43738.08,Data Analytics
393,2022,Data Scientist,SE,FT,1.11E+07,US,US,M,100,133676.76,Data Science
394,2022,Data Architect,SE,FT,1.15E+07,US,US,M,100,138311.52,Data Engineering
395,2022,Data Scientist,SE,FT,1.83E+07,US,US,M,100,219611.82,Data Science
396,2022,Data Scientist,SE,FT,1.19E+07,US,US,M,100,143225.1,Data Science
397,2022,Data Analytics Manager,SE,FT,8.70E+06,US,US,M,100,104344.26,Data Analytics
398,2022,Data Scientist,SE,FT,1.67E+07,US,US,M,100,200515.14,Data Science
399,2022,Data Analyst,SE,FT,1.35E+07,US,US,M,100,162321.78,Data Analytics
400,2022,Data Scientist,MI,FT,1.03E+07,US,US,M,100,124128.42,Data Science
401,2022,Data Analyst,EN,FT,4.14E+06,CA,CA,M,0,49651.368,Data Analytics
402,2022,Data Engineer,SE,FT,1.23E+07,US,US,M,100,147044.436,Data Engineering
403,2022,Data Engineer,SE,FT,1.00E+07,US,US,M,100,120309.084,Data Engineering
404,2022,Data Analyst,SE,FT,1.03E+07,US,US,M,0,123173.592,Data Analytics
405,2022,Data Analyst,SE,FT,1.19E+07,US,US,M,100,143225.1,Data Analytics
406,2022,AI Scientist,MI,FT,1.59E+07,IN,US,L,100,190966.8,Machine Learning
